title,location,bedrooms,bathrooms,garage,price,size,listing_type,source,price_per_sqm,total_rooms,size_category,prop_apartment,prop_house,prop_other,property_type
COFFE SHOP FOR SALE,"Bosher, Muscat•",3.0,3.0,2.0,5000.0,125.00098650000001,For Sale,dubizzle,39.999684322491326,6.0,Small,False,False,True,other
العامرات الخامسة,"Al Amarat, Muscat•",3.0,4.0,2.0,65000.0,21.36769,For Sale,dubizzle,3041.9759927254654,7.0,Tiny,False,False,True,other
Commercial space / unit for sale in Athaiba,"Azaiba, Muscat•",3.0,3.0,2.0,76600.0,3.994829,For Sale,dubizzle,19174.788207455185,6.0,Tiny,False,False,True,other
عبري ( الطيب ),"Ibri, Al Dhahirah•",3.0,3.0,2.0,5000.0,55.7418,For Sale,dubizzle,89.6992920931868,6.0,Tiny,False,False,True,other
"Al Jafnayn, seeb","Al Seeb, Muscat•",3.0,3.0,2.0,66000.0,68.841123,For Sale,dubizzle,958.7292758138185,6.0,Tiny,False,False,True,other
ولايه قريات بمه,"Qurayyat, Muscat•",3.0,3.0,2.0,16000.0,57.414054,For Sale,dubizzle,278.6774123283473,6.0,Tiny,False,False,True,other
أرض في صحلنوت  قريبه من السعاده  صلالة,"Salalah, Dhofar•",3.0,3.0,2.0,26450.0,55.7418,For Sale,dubizzle,474.5092551729582,6.0,Tiny,False,False,True,other
أراضي للبيع,"Barka, Al Batinah•",3.0,3.0,2.0,38000.0,111.4836,For Sale,dubizzle,340.85730995410984,6.0,Small,False,False,True,other
ارض ف مخطط البستان العامرات البجريه فرصه العمر وجميله لتوين فيلا ٢,"Al Amarat, Muscat•",3.0,3.0,2.0,39000.0,55.7418,For Sale,dubizzle,699.6544783268571,6.0,Tiny,False,False,True,other
ارض للبيع بولاية قريات فنس,"Qurayyat, Muscat•",3.0,3.0,2.0,10000.0,55.7418,For Sale,dubizzle,179.3985841863736,6.0,Tiny,False,False,True,other
Amazing Duplex Apartment Opposite to Grand Mall,"Al Ghubrah, Muscat•",2.0,3.0,2.0,59500.0,9.2903,For Sale,dubizzle,6404.529455453538,5.0,Tiny,True,False,False,apartment
جزء من توين فيلا متلاصقات (خلفية ) ف الغبره (يمنع الوسطاء),"Al Ghubrah, Muscat•",4.0,7.0,2.0,105000.0,35.860558,For Sale,dubizzle,2928.007980243922,11.0,Tiny,False,False,True,other
mabil land commercial for sale,"Al Maabilah, Muscat•",3.0,3.0,2.0,292075.0,125.00098650000001,For Sale,dubizzle,2336.5815596983307,6.0,Small,False,False,True,other
مطعم للمأكولات السورية والشرقية للبيع يكافة محتوياته,"Al Khuwair, Muscat•",3.0,3.0,2.0,6500.0,13.93545,For Sale,dubizzle,466.4363188845714,6.0,Tiny,False,False,True,other
توين ڤلا للبيع في صحنوت,"Salalah, Dhofar•",3.0,4.0,2.0,45000.0,27.8709,For Sale,dubizzle,1614.5872576773625,7.0,Tiny,False,False,True,other
The Pearl Muscat,"Muscat Hills, Muscat•",1.0,2.0,2.0,84000.0,7.246434,For Sale,dubizzle,11591.908516657986,3.0,Tiny,False,False,True,other
صناعيه سناو,"Al Mudaibi, Al Sharqiya•",3.0,3.0,2.0,35000.0,125.00098650000001,For Sale,dubizzle,279.99779025743925,6.0,Small,False,False,True,other
ITC Freehold in Hawana Salalah,"Salalah, Dhofar•",1.0,1.0,2.0,51000.0,8.639979,For Sale,dubizzle,5902.79212484197,2.0,Tiny,False,False,True,other
ladies beauty salon for sale,"Al Khoud, Muscat•",3.0,3.0,2.0,7500.0,65.0321,For Sale,dubizzle,115.32766126266874,6.0,Tiny,False,False,True,other
مبنى سكني  نص مسلح بخرايط  لبناء ثلاث طوابق  ب 44 الف في السيب مؤجر,"Al Seeb, Muscat•",3.0,3.0,2.0,44000.0,9.661912,For Sale,dubizzle,4553.964060115638,6.0,Tiny,False,False,True,other
Land for Sale IN Mussanah ABU ABALI,"Al Masn'a, Al Batinah•",3.0,3.0,2.0,12500.0,55.927606,For Sale,dubizzle,223.50321950129603,6.0,Tiny,False,False,True,other
أرض للبيع في سيح غراله هصاص سمائل,"Sumail, Al Dakhiliya•",3.0,3.0,2.0,14000.0,55.7418,For Sale,dubizzle,251.15801786092305,6.0,Tiny,False,False,True,other
فلة للبيع في العامرات الجفينه,"Al Amarat, Muscat•",5.0,6.0,2.0,55000.0,26.663161,For Sale,dubizzle,2062.771177055864,11.0,Tiny,False,False,True,other
للبيع شقة دوبلكس طابقين الخوض - إمكانية الشراء بالأقساط بدون فوائد,"Al Khoud, Muscat•",3.0,3.0,2.0,60000.0,11.705778,For Sale,dubizzle,5125.673833896389,6.0,Tiny,False,False,True,other
أرض سكنية للبيع ٧نروح,"Barka, Al Batinah•",3.0,3.0,2.0,25000.0,55.7418,For Sale,dubizzle,448.49646046593404,6.0,Tiny,False,False,True,other
محل للبيع ( تمليك ) من المالك مباشر,"Al Amarat, Muscat•",3.0,3.0,2.0,19000.0,2.78709,For Sale,dubizzle,6817.146199082196,6.0,Tiny,False,False,True,other
فرصه انا المالك والملك. أرض للبيع مربع 12 قريب جامع المهيمن,"Al Amarat, Muscat•",3.0,3.0,2.0,19500.0,55.7418,For Sale,dubizzle,349.82723916342854,6.0,Tiny,False,False,True,other
انا الشاري مطلوب أراضي جميع أنحاء العامرات,"Al Amarat, Muscat•",3.0,3.0,2.0,100000.0,55.7418,For Sale,dubizzle,1793.9858418637361,6.0,Tiny,False,False,True,other
صناعية للبيع  99256919,"Suwaiq, Al Batinah•",3.0,3.0,2.0,45000.0,111.4836,For Sale,dubizzle,403.6468144193406,6.0,Small,False,False,True,other
توين فيلا للبيع الصومحان الشمالية,"Barka, Al Batinah•",4.0,6.0,2.0,56500.0,27.8709,For Sale,dubizzle,2027.2040013060218,10.0,Tiny,False,False,True,other
فيلا للبيع في المعبيلة الجنوبية الثامنة,"Al Maabilah, Muscat•",4.0,5.0,2.0,84000.0,32.51605,For Sale,dubizzle,2583.33961228378,9.0,Tiny,False,False,True,other
فيلا راقية للبيع المعبيلة7,"Al Maabilah, Muscat•",5.0,5.0,2.0,76000.0,30.657989999999998,For Sale,dubizzle,2478.962254211708,10.0,Tiny,False,False,True,other
للبيع ارض صناعية في ولاية نزوى بركة الموز مخطط الرميلي,"Nizwa, Al Dakhiliya•",3.0,3.0,2.0,37000.0,102.472009,For Sale,dubizzle,361.07421295897495,6.0,Small,False,False,True,other
Luxury 2 BR apartment in Juman 2 شقة غرفتين في جمان 2 الموج,"The Wave (Almouj), Muscat•",2.0,3.0,2.0,245000.0,11.705778,For Sale,dubizzle,20929.834821743585,5.0,Tiny,True,False,False,apartment
ارضين شبك للبيع المصنعة,"Al Masn'a, Al Batinah•",3.0,3.0,2.0,8500.0,56.206315,For Sale,dubizzle,151.22855857033147,6.0,Tiny,False,False,True,other
للبيع محل كهربائي وقطع غيار داخل محطة بترول في موقع مميز,"Al Hail, Muscat•",3.0,3.0,2.0,9000.0,9.2903,For Sale,dubizzle,968.7523546064174,6.0,Tiny,False,False,True,other
مسقط الوادي الكبير,"Al Wadi Al Kabir, Muscat•",4.0,4.0,2.0,53000.0,27.8709,For Sale,dubizzle,1901.6249923755602,8.0,Tiny,False,False,True,other
ارض ف الفليج الثانيه بركاء جنبها بيوت,"Barka, Al Batinah•",3.0,3.0,2.0,12000.0,55.7418,For Sale,dubizzle,215.27830102364834,6.0,Tiny,False,False,True,other
أرض في سمائل الدسر,"Sumail, Al Dakhiliya•",3.0,3.0,2.0,10000.0,55.7418,For Sale,dubizzle,179.3985841863736,6.0,Tiny,False,False,True,other
شقه مفروشه في الموج من المالك مباشره ب 135 الف,"The Wave (Almouj), Muscat•",2.0,2.0,2.0,135000.0,13.93545,For Sale,dubizzle,9687.523546064174,4.0,Tiny,False,False,True,other
للبيع شقه من اصل فيله مستقله في السادسه قريب من البريد على شارع الرحبه,"Al Amarat, Muscat•",2.0,3.0,2.0,25000.0,10.869651,For Sale,dubizzle,2299.9818485432515,5.0,Tiny,False,False,True,other
Rented villa (Dar Al Zain),"Al Seeb, Muscat•",5.0,5.0,2.0,92000.0,30.007669,For Sale,dubizzle,3065.8829247949916,10.0,Tiny,False,True,False,house
أرض سكنية للبيع / الخوض 17,"Al Khuwair, Muscat•",3.0,3.0,2.0,83000.0,29.636057,For Sale,dubizzle,2800.642474132102,6.0,Tiny,False,False,True,other
أنا الشاري  مطلوب أراضي سكنية  في ولاية العامرات,"Al Amarat, Muscat•",3.0,3.0,2.0,6000.0,55.7418,For Sale,dubizzle,107.63915051182417,6.0,Tiny,False,False,True,other
شققة للبيع من المالك مباشرة تم تخفيض السعر,"Al Maabilah, Muscat•",3.0,2.0,2.0,21500.0,7.803852,For Sale,dubizzle,2755.049685719309,5.0,Tiny,False,False,True,other
منزل للبيع,"Ansab, Muscat•",3.0,3.0,2.0,62000.0,29.543154,For Sale,dubizzle,2098.6249470858797,6.0,Tiny,False,False,True,other
فرصة نادرة لامتلاك منزل بموقع مثالي وبتصميم أنيق وبسعر معقول,"Al Amarat, Muscat•",4.0,6.0,2.0,89000.0,32.887662,For Sale,dubizzle,2706.182032641907,10.0,Tiny,False,False,True,other
منزل للبيع في الرايبة مساحة الأرض ٦٠٠ والبناء ٢٠٧,"Ibri, Al Dhahirah•",3.0,4.0,2.0,40000.0,19.230921,For Sale,dubizzle,2079.983584769549,7.0,Tiny,False,False,True,other
للبيع او بدل راس الحد وسط الحاره,"Sur, Al Sharqiya•",3.0,3.0,2.0,17500.0,60.294047,For Sale,dubizzle,290.2442425203271,6.0,Tiny,False,False,True,other
ارض للبيع بالقرب من جسر الغافات,"Bahla, Al Dakhiliya•",3.0,3.0,2.0,14000.0,58.52889,For Sale,dubizzle,239.19811224849815,6.0,Tiny,False,False,True,other
شاليه للبيع,"Suwaiq, Al Batinah•",2.0,4.0,2.0,60000.0,21.088981,For Sale,dubizzle,2845.0876787266297,6.0,Tiny,False,False,True,other
ارض سكنية 1000 متر مربع للبيع في منطقة بمه ولاية قريات,"Qurayyat, Muscat•",3.0,3.0,2.0,25000.0,92.903,For Sale,dubizzle,269.0978762795604,6.0,Tiny,False,False,True,other
للبيع,"Sumail, Al Dakhiliya•",3.0,3.0,2.0,38000.0,14.585771,For Sale,dubizzle,2605.278802197018,6.0,Tiny,False,False,True,other
بيت الاحلام اخر تصميم في موقع ممتاز,"Suwaiq, Al Batinah•",7.0,8.0,2.0,88000.0,71.721116,For Sale,dubizzle,1226.9747726736434,15.0,Tiny,False,False,True,other
منزل للبيع,"Al Seeb, Muscat•",4.0,7.0,2.0,1005.0,37.347006,For Sale,dubizzle,26.90978762795604,11.0,Tiny,False,False,True,other
فلة للبيع في بركاء صومحان الجنوبية,"Barka, Al Batinah•",5.0,8.0,2.0,55900.0,30.657989999999998,For Sale,dubizzle,1823.3419738215064,13.0,Tiny,False,False,True,other
RUNNING MOBILE SHOP FOR SALE,"Ruwi, Muscat•",3.0,3.0,2.0,2500.0,27.8709,For Sale,dubizzle,89.6992920931868,6.0,Tiny,False,False,True,other
مسقط العامرات,"Al Amarat, Muscat•",7.0,8.0,2.0,59000.0,36.232169999999996,For Sale,dubizzle,1628.3871487686222,15.0,Tiny,False,False,True,other
Al amerat 5/2,"Al Amarat, Muscat•",3.0,3.0,2.0,40000.0,55.7418,For Sale,dubizzle,717.5943367454944,6.0,Tiny,False,False,True,other
صحم خلف البلديه,"Saham, Al Batinah•",3.0,3.0,2.0,25000.0,70.141765,For Sale,dubizzle,356.4210281848482,6.0,Tiny,False,False,True,other
للبيع أرض زراعي,"Al Amarat, Muscat•",3.0,3.0,2.0,120.0,112.784242,For Sale,dubizzle,1.0639784235106178,6.0,Small,False,False,True,other
ارض سكنية تجاري في ولاية شناص,"Shinas, Al Batinah•",3.0,3.0,2.0,40000.0,90.766231,For Sale,dubizzle,440.6925302428829,6.0,Tiny,False,False,True,other
Office for Sale,"Bosher, Muscat•",3.0,1.0,2.0,2500.0,2.322575,For Sale,dubizzle,1076.3915051182416,4.0,Tiny,False,False,True,other
منزل للبيع في نطائل فنجاء,"Bidbid, Al Dakhiliya•",4.0,2.0,2.0,18000.0,10.312232999999999,For Sale,dubizzle,1745.499738029581,6.0,Tiny,False,False,True,other
مصيرة,"Masira, Al Sharqiya•",3.0,3.0,2.0,15000.0,55.7418,For Sale,dubizzle,269.0978762795604,6.0,Tiny,False,False,True,other
أرض صناعية للبيع السقسوق,"Barka, Al Batinah•",3.0,3.0,2.0,85000.0,92.903,For Sale,dubizzle,914.9327793505053,6.0,Tiny,False,False,True,other
نزوى الداخليه,"Nizwa, Al Dakhiliya•",3.0,3.0,2.0,14000.0,62.616622,For Sale,dubizzle,223.5828052174389,6.0,Tiny,False,False,True,other
بهلاء جبرين 3 رقم القطعة 132,"Bahla, Al Dakhiliya•",3.0,3.0,2.0,10500.0,72.650146,For Sale,dubizzle,144.52827114758998,6.0,Tiny,False,False,True,other
ست فلل بوشر جال موقع ممتاز,"Bosher, Muscat•",3.0,3.0,2.0,292075.0,125.00098650000001,For Sale,dubizzle,2336.5815596983307,6.0,Small,False,False,True,other
أرض سكنية للبيع في العامرات (مساحة الأرض: 600م),"Al Amarat, Muscat•",3.0,3.0,2.0,25000.0,55.7418,For Sale,dubizzle,448.49646046593404,6.0,Tiny,False,False,True,other
Muscat Hills The Links - Apartment for sale,"Muscat Hills, Muscat•",1.0,2.0,2.0,56000.0,6.874822,For Sale,dubizzle,8145.665444138044,3.0,Tiny,True,False,False,apartment
شقه خلف مسقط مول,"Al Maabilah, Muscat•",2.0,2.0,2.0,100000.0,10.869651,For Sale,dubizzle,9199.927394173006,4.0,Tiny,False,False,True,other
فله للبيع في المعبيله حي الراويه قرب جامع الصالحين,"Al Maabilah, Muscat•",6.0,8.0,2.0,71000.0,27.220579,For Sale,dubizzle,2608.320712061268,14.0,Tiny,False,False,True,other
للبيع شقة مجددة بالكامل في القرم من المالك,"Qurum, Muscat•",2.0,3.0,2.0,55000.0,9.754815,For Sale,dubizzle,5638.241217286027,5.0,Tiny,False,False,True,other
مطعم للبيع في الموج  - Restaurant for sale in AlMouj,"The Wave (Almouj), Muscat•",3.0,3.0,2.0,185000.0,18.5806,For Sale,dubizzle,9956.621422343735,6.0,Tiny,False,False,True,other
ارض للبيع في السد نزوى,"Nizwa, Al Dakhiliya•",3.0,3.0,2.0,13500.0,55.7418,For Sale,dubizzle,242.18808865160437,6.0,Tiny,False,False,True,other
فلة جديدة  للبيع في ولاية الجبل الاخضر,"Nizwa, Al Dakhiliya•",3.0,5.0,2.0,125000.0,28.79993,For Sale,dubizzle,4340.288327089684,8.0,Tiny,False,False,True,other
"URGENT SALE. Apartment in Muscat Hills, Cost Price 92k","Muscat Hills, Muscat•",2.0,2.0,2.0,80000.0,9.2903,For Sale,dubizzle,8611.132040945933,4.0,Tiny,True,False,False,apartment
al khoud shuq very gd location,"Al Khoud, Muscat•",1.0,0.0,2.0,2500.0,125.00098650000001,For Sale,dubizzle,19.999842161245663,1.0,Small,False,False,True,other
إيصال ارض تجارية,"Salalah, Dhofar•",3.0,3.0,2.0,10000.0,0.92903,For Sale,dubizzle,10763.915051182415,6.0,Tiny,False,False,True,other
ارض في الشخاخيط بقرب مصنع التمور موقع ممتاز,"Barka, Al Batinah•",3.0,3.0,2.0,37000.0,68.004996,For Sale,dubizzle,544.0776733521166,6.0,Tiny,False,False,True,other
للبيع توين فيلا راقية – موقع مميز في مخطط العامرة، بركاء,"Barka, Al Batinah•",4.0,5.0,2.0,58000.0,55.7418,For Sale,dubizzle,1040.511788280967,9.0,Tiny,False,False,True,other
شقة راقية للبيع في الخوض السابعة – تشطيبات فاخرة وموقع مميز,"Al Khoud, Muscat•",2.0,3.0,2.0,39900.0,10.033524,For Sale,dubizzle,3976.6686161312814,5.0,Tiny,False,False,True,other
ارض سكني تجاري قريب مشروع الساحل في ولايه قريات,"Qurayyat, Muscat•",3.0,3.0,2.0,39000.0,48.30956,For Sale,dubizzle,807.2936288386812,6.0,Tiny,False,False,True,other
مغسلة للبيع في تلال القرم,"Qurum, Muscat•",3.0,3.0,2.0,6200.0,0.92903,For Sale,dubizzle,6673.627331733098,6.0,Tiny,False,False,True,other
للبيع طوي النصف,"Sumail, Al Dakhiliya•",3.0,4.0,2.0,43000.0,17.930279,For Sale,dubizzle,2398.177964771212,7.0,Tiny,False,False,True,other
للبيع  أرض سكنية مميزة – الحرادي، بركاء,"Barka, Al Batinah•",3.0,3.0,2.0,16500.0,57.59986,For Sale,dubizzle,286.45902958791913,6.0,Tiny,False,False,True,other
ولاية الخابورة/ القصف,"Al Khaboura, Al Batinah•",6.0,8.0,2.0,59750.0,30.286378,For Sale,dubizzle,1972.83412364463,14.0,Tiny,False,False,True,other
نزوى /حي التراث,"Nizwa, Al Dakhiliya•",3.0,3.0,2.0,28000.0,83.6127,For Sale,dubizzle,334.8773571478974,6.0,Tiny,False,False,True,other
الي يريد بنايات في مسقط متواجده معي,"Bosher, Muscat•",3.0,3.0,2.0,292075.0,125.00098650000001,For Sale,dubizzle,2336.5815596983307,6.0,Small,False,False,True,other
مطلوبب شاري جاد للمباني في جميع انحاء مسقط وكل البنايات لم تعرض من قبل,"Bosher, Muscat•",3.0,3.0,2.0,292075.0,111.4836,For Sale,dubizzle,2619.8920738117536,6.0,Small,False,False,True,other
فرصة عقارية استثمارية فندق للبيع الموالح,"Al Mawaleh, Muscat•",3.0,3.0,2.0,292075.0,37.1612,For Sale,dubizzle,7859.67622143526,6.0,Tiny,False,False,True,other
بركاء البدي جنوب الشارع العام. . .,"Barka, Al Batinah•",3.0,3.0,2.0,12500.0,57.321151,For Sale,dubizzle,218.06959179867133,6.0,Tiny,False,False,True,other
بركاء ،، الهرم,"Barka, Al Batinah•",6.0,5.0,2.0,54000.0,26.477355,For Sale,dubizzle,2039.4786412766684,11.0,Tiny,False,False,True,other
لة في الخوض السادسة موقع ممتاز بالقرب من جامع الجلندى مع الاثاث,"Al Khoud, Muscat•",5.0,5.0,2.0,170000.0,55.7418,For Sale,dubizzle,3049.7759311683512,10.0,Tiny,False,False,True,other
فيلا للبيع بالعامرات,"Al Amarat, Muscat•",4.0,6.0,2.0,63000.0,29.450251,For Sale,dubizzle,2139.200783042562,10.0,Tiny,False,False,True,other
فلل للبيع بسعر أقل من سعر السوق,"Bidbid, Al Dakhiliya•",6.0,7.0,2.0,58000.0,55.7418,For Sale,dubizzle,1040.511788280967,13.0,Tiny,False,False,True,other
استراحه جميله وراقيه للبيع مباشر من المالك,"Barka, Al Batinah•",3.0,4.0,2.0,93000.0,111.4836,For Sale,dubizzle,834.2034164666372,7.0,Small,False,False,True,other
بركاء السوادي,"Barka, Al Batinah•",5.0,6.0,2.0,48000.0,31.122505,For Sale,dubizzle,1542.2923058410627,11.0,Tiny,False,False,True,other
مرتفعات العامرات المرحله 2 من المالك مباشرة,"Al Amarat, Muscat•",3.0,3.0,2.0,25000.0,46.4515,For Sale,dubizzle,538.1957525591208,6.0,Tiny,False,False,True,other
بركاء ( مزرع الحرث ),"Barka, Al Batinah•",3.0,3.0,2.0,55000.0,39.01926,For Sale,dubizzle,1409.5603043215067,6.0,Tiny,False,False,True,other
South Alhail land 600 m,"Al Hail, Muscat•",3.0,3.0,2.0,130000.0,55.7418,For Sale,dubizzle,2332.181594422857,6.0,Tiny,False,False,True,other
فرصه للإستثمار ارض في العامرات التاسعه بسعر مغري,"Al Amarat, Muscat•",3.0,3.0,2.0,25500.0,55.7418,For Sale,dubizzle,457.4663896752527,6.0,Tiny,False,False,True,other
شقة للبيع في بركاء الهرم الخامسة,"Barka, Al Batinah•",2.0,3.0,2.0,20500.0,9.569009,For Sale,dubizzle,2142.33260727417,5.0,Tiny,False,False,True,other
فرصــة للاستثمار من المالك مباشرة ارض للبيع في مخـطط الرميس,"Barka, Al Batinah•",3.0,3.0,2.0,21000.0,55.7418,For Sale,dubizzle,376.73702679138455,6.0,Tiny,False,False,True,other
بركاء السوادي ارض للبيع,"Barka, Al Batinah•",3.0,3.0,2.0,9000.0,60.201144,For Sale,dubizzle,149.49882015531134,6.0,Tiny,False,False,True,other
Almouj Apartment One BHK for sale,"The Wave (Almouj), Muscat•",1.0,2.0,2.0,90000.0,9.940621,For Sale,dubizzle,9053.760323424462,3.0,Tiny,True,False,False,apartment
للبيع أرض ف النبأ لا يوجد حظر للارض,"Al Qabil, Al Sharqiya•",3.0,3.0,2.0,3800.0,72.46433999999999,For Sale,dubizzle,52.439586146786134,6.0,Tiny,False,False,True,other
أرض للبيع في الفيحاء,"Sumail, Al Dakhiliya•",3.0,3.0,2.0,12000.0,57.135345,For Sale,dubizzle,210.02761075477883,6.0,Tiny,False,False,True,other
أرضين شبك بركاء القريحه الثالثه مقابل العقده الرابعه,"Barka, Al Batinah•",3.0,3.0,2.0,17800.0,117.336489,For Sale,dubizzle,151.70046548776486,6.0,Small,False,False,True,other
منزل للبيع بالعامرات قرب مرتفعات العامرات السابعة داخل شوي,"Al Amarat, Muscat•",4.0,5.0,2.0,45000.0,19.323824,For Sale,dubizzle,2328.731621650042,9.0,Tiny,False,False,True,other
منزل للبيع,"Suwaiq, Al Batinah•",3.0,2.0,2.0,17000.0,10.962554,For Sale,dubizzle,1550.7335243228904,5.0,Tiny,False,False,True,other
for sale apartments,"Al Hail, Muscat•",2.0,3.0,2.0,30000.0,7.153531,For Sale,dubizzle,4193.733136824318,5.0,Tiny,True,False,False,apartment
ارض للبيع في قلعة العوامر مربع ٤,"Izki, Al Dakhiliya•",3.0,3.0,2.0,5000.0,55.7418,For Sale,dubizzle,89.6992920931868,6.0,Tiny,False,False,True,other
توين فيلا للبيع المعبيلة الجنوبية خلف نستو,"Al Maabilah, Muscat•",5.0,7.0,2.0,100000.0,33.537983,For Sale,dubizzle,2981.6939199951294,12.0,Tiny,False,False,True,other
مطلوب الارض للشراء رقم 1439 بحي الرفعة 20 صحار,"Sohar, Al Batinah•",3.0,3.0,2.0,6000.0,55.7418,For Sale,dubizzle,107.63915051182417,6.0,Tiny,False,False,True,other
الهرم شمال,"Barka, Al Batinah•",3.0,3.0,2.0,10000.0,55.7418,For Sale,dubizzle,179.3985841863736,6.0,Tiny,False,False,True,other
بعي العامرات,"Al Amarat, Muscat•",3.0,3.0,2.0,4200.0,55.7418,For Sale,dubizzle,75.34740535827692,6.0,Tiny,False,False,True,other
مطلوب ارض عاجل بسعر مناسب في العامرات مدينة النهضة,"Al Amarat, Muscat•",3.0,3.0,2.0,5900.0,55.7418,For Sale,dubizzle,105.84516466996043,6.0,Tiny,False,False,True,other
أرض سكنية للبيع مجيس -عمق,"Sohar, Al Batinah•",3.0,3.0,2.0,14000.0,37.254103,For Sale,dubizzle,375.79753295898706,6.0,Tiny,False,False,True,other
بهلا حي الحوراء,"Bahla, Al Dakhiliya•",3.0,3.0,2.0,10500.0,55.7418,For Sale,dubizzle,188.36851339569228,6.0,Tiny,False,False,True,other
شقة للبيع,"Ruwi, Muscat•",1.0,2.0,2.0,24000.0,6.781919,For Sale,dubizzle,3538.821386690109,3.0,Tiny,False,False,True,other
luxury flat Qurm القرم (one bedroom),"Qurum, Muscat•",1.0,2.0,2.0,49000.0,8.175464,For Sale,dubizzle,5993.543608044754,3.0,Tiny,True,False,False,apartment
luxury flat Qurm القرم,"Qurum, Muscat•",2.0,2.0,2.0,67000.0,10.776748,For Sale,dubizzle,6217.088865769154,4.0,Tiny,True,False,False,apartment
السويق,"Suwaiq, Al Batinah•",3.0,3.0,2.0,4500.0,0.92903,For Sale,dubizzle,4843.761773032087,6.0,Tiny,False,False,True,other
لوى مدينه الطيب (الاحلام),"Liwa, Al Batinah•",3.0,3.0,2.0,11000.0,46.4515,For Sale,dubizzle,236.80613112601313,6.0,Tiny,False,False,True,other
"1BHK flat for sale in Hawanah Salalah, negotiable","Salalah, Dhofar•",1.0,1.0,2.0,46000.0,5.7228248,For Sale,dubizzle,8037.988512246609,2.0,Tiny,True,False,False,apartment
مخطط غضفان مدينه الطيب (الاحلام),"Liwa, Al Batinah•",3.0,3.0,2.0,11000.0,46.4515,For Sale,dubizzle,236.80613112601313,6.0,Tiny,False,False,True,other
مبنى صناعي للبيع عبارة عن سبعة محلات تجارية في صناعية الطيب ولاية عبري,"Ibri, Al Dhahirah•",3.0,3.0,2.0,80000.0,18.5806,For Sale,dubizzle,4305.566020472967,6.0,Tiny,False,False,True,other
فيلا للبيع لحاجة المالك خلف المعبيلة الجنوبية الثامنة,"Al Maabilah, Muscat•",3.0,3.0,2.0,49000.0,16.350928,For Sale,dubizzle,2996.771804022377,6.0,Tiny,False,False,True,other
فلـة للبيـع طابقين ونصف بالقرب من جميع الخدمات,"Al Hail, Muscat•",4.0,6.0,2.0,135000.0,37.625715,For Sale,dubizzle,3587.9716837274723,10.0,Tiny,False,False,True,other
عدوانب مربع أ,"Salalah, Dhofar•",3.0,3.0,2.0,16000.0,55.7418,For Sale,dubizzle,287.03773469819777,6.0,Tiny,False,False,True,other
بدبد - ارض للبيع مساحة ١٤٥٩ متر (سيح المعيدن),"Bidbid, Al Dakhiliya•",3.0,3.0,2.0,56000.0,125.00098650000001,For Sale,dubizzle,447.9964644119028,6.0,Small,False,False,True,other
للبيع أرض بولاية: ضنك جديدة,"Dhank, Al Dhahirah•",3.0,3.0,2.0,5600.0,57.414054,For Sale,dubizzle,97.53709431492157,6.0,Tiny,False,False,True,other
بدبد حميم حي النهضه2,"Bidbid, Al Dakhiliya•",3.0,3.0,2.0,24000.0,55.7418,For Sale,dubizzle,430.5566020472967,6.0,Tiny,False,False,True,other
أرض للبيع في الدقم ظهر ١,"Al Duqum, Al Wusta•",3.0,3.0,2.0,9800.0,55.7418,For Sale,dubizzle,175.81061250264614,6.0,Tiny,False,False,True,other
ارض سكنية في الدقم بظهر ١,"Al Duqum, Al Wusta•",3.0,3.0,2.0,9800.0,55.7418,For Sale,dubizzle,175.81061250264614,6.0,Tiny,False,False,True,other
أرض سكني تجاري ماتتفوت للإستثمار,"Nizwa, Al Dakhiliya•",3.0,3.0,2.0,78000.0,69.67725,For Sale,dubizzle,1119.4471653229712,6.0,Tiny,False,False,True,other
ڤيلا سكنية الخوير 17/1 مساحة 332 متر مطلوب 75الف ريال,"Bosher, Muscat•",7.0,6.0,2.0,75000.0,30.843796,For Sale,dubizzle,2431.60731577916,13.0,Tiny,False,False,True,other
للبيع فلة في منطقة العامرات بسعر مغري وبتشطيبات ذو جودة عاليه,"Al Amarat, Muscat•",7.0,6.0,2.0,79000.0,28.335415,For Sale,dubizzle,2788.0304558800353,13.0,Tiny,False,False,True,other
ارض للبيع في موقع مميز في السويق,"Suwaiq, Al Batinah•",3.0,3.0,2.0,10800.0,55.7418,For Sale,dubizzle,193.7504709212835,6.0,Tiny,False,False,True,other
فلة منزل طابقين للبيع في ولاية بركاء - الرميس - على خط الباطنة الساحلي,"Barka, Al Batinah•",4.0,6.0,2.0,60000.0,25.08381,For Sale,dubizzle,2391.9811224849814,10.0,Tiny,False,False,True,other
Bousher land for sale,"Bosher, Muscat•",3.0,3.0,2.0,120000.0,125.00098650000001,For Sale,dubizzle,959.9924237397918,6.0,Small,False,False,True,other
ارض للبيع في مقنيات,"Ibri, Al Dhahirah•",3.0,3.0,2.0,4700.0,58.52889,For Sale,dubizzle,80.3022233977101,6.0,Tiny,False,False,True,other
"wtspp +96899412052 opticals stores sale in muscat,mabela,barka,alkoud","Al Seeb, Muscat•",3.0,3.0,2.0,8000.0,2.322575,For Sale,dubizzle,3444.452816378373,6.0,Tiny,False,False,True,other
جعلان بني بوعلي,"Ja'alan Bani Bu Ali, Al Sharqiya•",3.0,3.0,2.0,150000.0,60.665659,For Sale,dubizzle,2472.568541619238,6.0,Tiny,False,False,True,other
